EXP genes:
PDX1,1.0
AQP10,0.999966683649
SERPINF2,0.99995793123
SULT2A1,0.999785878361
C4BPB,0.999596993093
PRR15L,0.999576914427
RBP4,0.999544565884
DDC,0.999523077973
GC,0.999343954983
RAMP1,0.999328000991
SERPIND1,0.999318805964
TRIM50,0.999221006643
EPO,0.99918464764
AGXT2,0.99916203632
ANXA9,0.999119876755
KISS1,0.998991430444
IL8,0.998961673953
GLTPD2,0.998946059638
GLYAT,0.998891277213
DACH1,0.998838150312
ECM2,0.998760691811
ELF5,0.99871446907
ONECUT2,0.998708064961
GBA3,0.998543432534
SLC2A2,0.998540095315
HOGA1,0.998371908966
APOA4,0.998321424863
DPP4,0.998317625344
CD302,0.998313458349
LIPC,0.998213708876
ANXA4,0.998139665158
PLA2G1B,0.997934062715
TM4SF5,0.997864165704
SLC26A3,0.997862467667
HPX,0.997679804194
CHDH,0.997504863909
DAZAP2,0.997476672878
AC078941.1,0.997439336936
LRRC31,0.997432343399
EXOC3L4,0.997408986264
PPP1R3C,0.997349413861
ANPEP,0.997301990126
CYP4B1,0.997294673666
CPB2,0.997281956171
CSMD3,0.997268950756
HBZ,0.997253052502
INHA,0.997062028563
SOAT2,0.996979893704
SLC13A5,0.996961610837
FMO5,0.996831039601
GOLT1A,0.99679547772
PRDM16,0.99668713916
LURAP1L,0.996685508288
BAAT,0.996663817368
AGTR1,0.996577693784
RNASE4,0.996364246566
NTRK2,0.996068090874
KLHL41,0.996031848079
TYROBP,0.996017448463
CNGA1,0.995942178778
GPT,0.995870719232
DUOXA2,0.995808086094
C15orf48,0.995651384206
AMICA1,0.995459350982
INPP1,0.995428196542
DCDC2,0.995391027374
CYP4V2,0.995331569986
NUPR1,0.994875729576
ALB,0.994768466862
AMBP,0.994723061618
ADH6,0.994613284519
PRSS3,0.994514423218
SOX9,0.994490784706
TMEM233,0.994490693173
HAVCR1,0.994427882439
ZG16,0.994397440495
GPC5,0.994396147656
PIK3AP1,0.99429107356
CHST13,0.994221136785
IKBKAP,0.994202203627
SERPINF1,0.994174070677
PC,0.994155827597
SPHK1,0.994130476883
CYP19A1,0.994125430967
CYP2C9,0.994104783454
IGF2,0.99397351788
C7,0.993945965573
WNK4,0.993860110382
MYO1A,0.993841270294
PRSS1,0.993840947525
APOA5,0.993831853428
MASP2,0.993703066618
DPYS,0.99361385368
FXYD2,0.993538830872
ITIH2,0.993444564136
AGT,0.993400700797
TM4SF1,0.993350402933
CIDEB,0.993335552933
SLC44A3,0.993316990218
ADH1C,0.99330878285
SERPINA3,0.993160548497
MBL2,0.993104844975
ASGR2,0.993030828667
EDN3,0.992980161883
LEAP2,0.992954311036
ENPP3,0.992781029792
NAT8,0.99261301984
GBP2,0.992596553596
KLK6,0.99257243549
IL1R2,0.992525846473
ERP27,0.992504626479
TNFSF10,0.992485589915
ALDH1L1,0.992459168671
MPZL2,0.992432907498
ACADSB,0.992401214826
SLC17A4,0.992355081536
GLYCTK,0.992344923789
HSD17B2,0.99232009497
KCNA6,0.992305237744
ATP2B2,0.992276354822
S100A3,0.992174937644
CCL20,0.992115098721
SLC51B,0.992103548244
HSD17B11,0.992095115151
SPINK1,0.991979258382
AKR1C2,0.991940234896
TMPRSS3,0.991921804531
PROZ,0.991915188612
ANGPTL3,0.991817556539
HRG,0.991797792677
PIK3C2G,0.991617642644
CD68,0.991548704442
LINC00982,0.991547549362
FGA,0.991469952069
C10orf32,0.991422352792
C8A,0.991411587122
C6,0.991280658989
CLDN1,0.991266673434
FTCD,0.991234681594
AHSG,0.991178252245
C10orf54,0.991150055432
SLC38A3,0.99110269955
LINC00478,0.991046290738
CLRN3,0.991042970701
SERPINA10,0.99098144321
GUCY1A2,0.990959348522
TFF1,0.990958520841
MMP1,0.990856259547
CASR,0.990856058789
NR0B2,0.990829259311
CEACAM6,0.990773556231
IGFBP1,0.990762308265
ANG,0.990713902276
SLC22A7,0.990697035578
PID1,0.990569275194
PGLYRP2,0.990560998283
AGXT,0.990526255422
C4orf19,0.990481782191
HPR,0.990452518222
ALOX5AP,0.990387525702
SLC27A2,0.990343145853
CGA,0.990296618188
CP,0.990290330657
NR1I3,0.990265078905
