GENE,TYPE,MAX_CORR
ABTB1,EXP,0.0
ADAM15,EXP,0.0
AEBP1,EXP,0.0
AFF3,EXP,0.0
AHR,EXP,0.0
AIP,EXP,0.0
AK5,EXP,0.0
BLVRA,EXP,0.0
CAV1,EXP,0.0
CD44,EXP,0.0
CHD3,EXP,0.0
COL12A1,EXP,0.0
COL5A3,EXP,0.0
COL6A2,EXP,0.0
COL8A1,EXP,0.0
CORO1C,EXP,0.0
CPA4,EXP,0.0
CRIM1,EXP,0.0
CSPG4,EXP,0.0
CXXC5,EXP,0.0
DLX1,EXP,0.0
DRAP1,EXP,0.0
ECM1,EXP,0.0
EDIL3,EXP,0.0
ERCC6,EXP,0.0
EVA1A,EXP,0.0
F2RL2,EXP,0.0
FBN1,EXP,0.0
FN1,EXP,0.0
FOSL1,EXP,0.0
FOXC2,EXP,0.0
FOXK1,EXP,0.0
FOXP1,EXP,0.0
FOXS1,EXP,0.0
GPC1,EXP,0.0
GREM1,EXP,0.0
HCFC2,EXP,0.0
HIF1A,EXP,0.0
HMGA2,EXP,0.0
HSF2BP,EXP,0.0
IGFBP4,EXP,0.0
IL15,EXP,0.0
IL7R,EXP,0.0
ITGA11,EXP,0.0
ITGB7,EXP,0.0
KCNMA1,EXP,0.0
KLF2,EXP,0.0
KLF9,EXP,0.0
LACTB,EXP,0.0
LMO7,EXP,0.0
LOC645638,EXP,0.0
MAFG,EXP,0.0
MAP1A,EXP,0.0
MBNL1,EXP,0.0
MED8,EXP,0.0
MGLL,EXP,0.0
MPP4,EXP,0.0
MSC,EXP,0.0
MYBL1,EXP,0.0
NCOR2,EXP,0.0
NFIC,EXP,0.0
NGF,EXP,0.0
NPAS2,EXP,0.0
NTN4,EXP,0.0
OLFML1,EXP,0.0
PER1,EXP,0.0
PHF20,EXP,0.0
PKNOX2,EXP,0.0
PRKCA,EXP,0.0
PRRX1,EXP,0.0
PRSS23,EXP,0.0
PSMB9,EXP,0.0
PTRF,EXP,0.0
RBCK1,EXP,0.0
RC3H2,EXP,0.0
RUNX2,EXP,0.0
SFTA1P,EXP,0.0
SH3RF3,EXP,0.0
SIX1,EXP,0.0
SNAI2,EXP,0.0
SNAPC1,EXP,0.0
SON,EXP,0.0
SP100,EXP,0.0
SRGN,EXP,0.0
STARD13,EXP,0.0
STK32B,EXP,0.0
TGFB1I1,EXP,0.0
THBS2,EXP,0.0
THRA,EXP,0.0
TIPARP,EXP,0.0
TMF1,EXP,0.0
VGLL3,EXP,0.0
ZFPL1,EXP,0.0
LINC00670-rt,RT,0.999917
GDF6-rt,RT,0.999661
CD96-rt,RT,0.999586
ZBED2-rt,RT,0.999579
ANKRD1-rt,RT,0.999487
EGFR-rt,RT,0.999388
SH2D4A-rt,RT,0.999265
CSGALNACT1-rt,RT,0.999201
ARID5B-rt,RT,0.998357
RTKN2-rt,RT,0.998212
C10orf107-rt,RT,0.998173
DYRK2-rt,RT,0.997807
ORMDL1-rt,RT,0.997377
GLRB-rt,RT,0.997316
PMS1-rt,RT,0.997268
ARHGAP44-rt,RT,0.996677
OSGEPL1-rt,RT,0.996622
C15orf54-rt,RT,0.995759
RP11-356I2.4-rt,RT,0.993538
TNFSF8-rt,RT,0.991343
