GENE,TYPE,MAX_CORR
AASS,EXP,0.0
C12orf56,EXP,0.0
CAPN11,EXP,0.0
CHST4,EXP,0.0
CPNE9,EXP,0.0
CR2,EXP,0.0
CYP2S1,EXP,0.0
DNMT3B,EXP,0.0
DPPA4,EXP,0.0
EPHA1,EXP,0.0
ERVMER34-1,EXP,0.0
FAM124B,EXP,0.0
FAM46B,EXP,0.0
FOXD3,EXP,0.0
GLS2,EXP,0.0
HHLA2,EXP,0.0
HLA-DPB2,EXP,0.0
HTR3A,EXP,0.0
IDO1,EXP,0.0
JARID2,EXP,0.0
KCND2,EXP,0.0
LCK,EXP,0.0
LECT1,EXP,0.0
POLR3G,EXP,0.0
PPM1B,EXP,0.0
PRDM14,EXP,0.0
RASGRP2,EXP,0.0
SEMG1,EXP,0.0
SMPDL3B,EXP,0.0
SNRPN,EXP,0.0
UGP2,EXP,0.0
USP44,EXP,0.0
VASH2,EXP,0.0
ZDHHC19,EXP,0.0
ZNF398,EXP,0.0
ZSCAN10,EXP,0.0
USP31-rt,RT,0.970667
RNF133-rt,RT,0.962029
RNF148-rt,RT,0.960354
VWDE-rt,RT,0.955626
TSG1-rt,RT,0.946800
SCNN1G-rt,RT,0.946291
PRDM14-rt,RT,0.943898
DPPA2-rt,RT,0.943742
MSC-rt,RT,0.943563
LOC100132891-rt,RT,0.943364
NCOA2-rt,RT,0.942306
PRKCB-rt,RT,0.937661
ABT1-rt,RT,0.936758
CHP2-rt,RT,0.936178
NBEA-rt,RT,0.934287
DPPA4-rt,RT,0.932784
SEMA3E-rt,RT,0.930364
GRID2-rt,RT,0.930184
TPK1-rt,RT,0.929197
SNORD116-27-rt,RT,0.927905
IPW-rt,RT,0.923209
TOB2P1-rt,RT,0.922598
ZSCAN9-rt,RT,0.921575
LINC01205-rt,RT,0.918752
ZKSCAN4-rt,RT,0.917894
GABRA5-rt,RT,0.915937
SCNN1B-rt,RT,0.912177
COG7-rt,RT,0.911753
PWAR1-rt,RT,0.905517
ERN2-rt,RT,0.905403
NOBOX-rt,RT,0.903300
NPAP1-rt,RT,0.901379
ADCY2-rt,RT,0.900560
BTN1A1-rt,RT,0.896781
VN1R10P-rt,RT,0.896158
LRRC69-rt,RT,0.895166
MTRR-rt,RT,0.895008
GGA2-rt,RT,0.894991
BTN3A2-rt,RT,0.894424
ZNF204P-rt,RT,0.893962
PLK1-rt,RT,0.892255
BTN2A1-rt,RT,0.891566
BTN2A2-rt,RT,0.891217
HMGN4-rt,RT,0.889568
BTN3A1-rt,RT,0.889460
FASTKD3-rt,RT,0.886719
BEND4-rt,RT,0.886279
BTN3A3-rt,RT,0.885706
DCTN5-rt,RT,0.880271
LOC442132-rt,RT,0.879058
EARS2-rt,RT,0.878538
PALB2-rt,RT,0.877284
C5orf49-rt,RT,0.874362
NDUFAB1-rt,RT,0.873235
TENM3-rt,RT,0.864717
CPA6-rt,RT,0.864009
