GENE,TYPE,MAX_CORR
ADRA1B,EXP,0.0
ATF3,EXP,0.0
ATP8B4,EXP,0.0
BATF,EXP,0.0
BHLHE40,EXP,0.0
CAPNS2,EXP,0.0
CCDC85A,EXP,0.0
CEBPB,EXP,0.0
CEBPD,EXP,0.0
CHRDL2,EXP,0.0
CILP,EXP,0.0
CLCA2,EXP,0.0
CMKLR1,EXP,0.0
COL15A1,EXP,0.0
COL8A2,EXP,0.0
COMP,EXP,0.0
CRISPLD2,EXP,0.0
CXCL14,EXP,0.0
DUOXA1,EXP,0.0
EGFLAM,EXP,0.0
EGR1,EXP,0.0
ENDOD1,EXP,0.0
EPAS1,EXP,0.0
ETS2,EXP,0.0
FOS,EXP,0.0
FOSB,EXP,0.0
FOXF1,EXP,0.0
FOXJ2,EXP,0.0
FOXQ1,EXP,0.0
FXYD3,EXP,0.0
H2AFJ,EXP,0.0
HAND2,EXP,0.0
HGF,EXP,0.0
HIST1H1C,EXP,0.0
HOXA11,EXP,0.0
JUN,EXP,0.0
JUNB,EXP,0.0
JUP,EXP,0.0
KCNIP3,EXP,0.0
KLF4,EXP,0.0
KLF6,EXP,0.0
LAMA2,EXP,0.0
LRFN5,EXP,0.0
LTBR,EXP,0.0
LUM,EXP,0.0
MC1R,EXP,0.0
MFAP4,EXP,0.0
MMP23B,EXP,0.0
NFKBIZ,EXP,0.0
NLRP3,EXP,0.0
NR3C1,EXP,0.0
NR4A3,EXP,0.0
OGN,EXP,0.0
OSR1,EXP,0.0
OVOL1,EXP,0.0
PHF11,EXP,0.0
PLAG1,EXP,0.0
PROK1,EXP,0.0
PTGES,EXP,0.0
PTPRR,EXP,0.0
REG4,EXP,0.0
RNF112,EXP,0.0
RPS6KA4,EXP,0.0
RSPO2,EXP,0.0
RUNX1,EXP,0.0
S100A4,EXP,0.0
SERPINB13,EXP,0.0
SLC2A10,EXP,0.0
SLITRK6,EXP,0.0
SMCO3,EXP,0.0
SOCS3,EXP,0.0
SPRR3,EXP,0.0
STAT2,EXP,0.0
SVEP1,EXP,0.0
TGFBR3,EXP,0.0
TNNT3,EXP,0.0
TP63,EXP,0.0
TRAK1,EXP,0.0
WFDC1,EXP,0.0
ZBED2,EXP,0.0
ZBTB4,EXP,0.0
ZBTB47,EXP,0.0
ZNF175,EXP,0.0
ZNF395,EXP,0.0
ZNF524,EXP,0.0
ZNF641,EXP,0.0
ZSCAN4,EXP,0.0
DAB2-rt,RT,0.999708
EPYC-rt,RT,0.999562
MSTN-rt,RT,0.999557
PTN-rt,RT,0.999343
ADAMTS1-rt,RT,0.999244
LINC00615-rt,RT,0.999194
KL-rt,RT,0.999107
VCAM1-rt,RT,0.998984
AC078941.1-rt,RT,0.998772
LINC00113-rt,RT,0.998636
KERA-rt,RT,0.998592
STXBP5-rt,RT,0.998406
LUM-rt,RT,0.998402
MIR181B1-rt,RT,0.998349
RAB3C-rt,RT,0.998228
ABCA6-rt,RT,0.997968
MIR490-rt,RT,0.997927
KCNJ15-rt,RT,0.997578
ODF2L-rt,RT,0.997382
KCTD12-rt,RT,0.997123
RAB32-rt,RT,0.997094
PDE7B-rt,RT,0.997012
AHR-rt,RT,0.996936
C2orf88-rt,RT,0.996836
STARD13-rt,RT,0.996675
SHC3-rt,RT,0.996496
TCTEX1D1-rt,RT,0.996282
DCN-rt,RT,0.996185
CTSO-rt,RT,0.996090
MIR5009-rt,RT,0.995581
TMEM26-rt,RT,0.995528
INSL5-rt,RT,0.995430
TSPYL5-rt,RT,0.995369
FSCB-rt,RT,0.995352
RP4-544H6.2-rt,RT,0.995129
BMP10-rt,RT,0.994899
NPAS2-rt,RT,0.994674
WDR78-rt,RT,0.994577
TGFBR2-rt,RT,0.994472
HECTD2-rt,RT,0.994326
PDE1A-rt,RT,0.994093
SLC38A4-rt,RT,0.994009
DSCR8-rt,RT,0.993845
DGKI-rt,RT,0.993844
ANXA10-rt,RT,0.993450
S1PR3-rt,RT,0.993187
C9orf47-rt,RT,0.993030
TDO2-rt,RT,0.992525
ABCA9-rt,RT,0.992326
ERG-rt,RT,0.992316
ZEB1-AS1-rt,RT,0.991970
SLC35D1-rt,RT,0.991890
ZEB1-rt,RT,0.991694
PRKACB-rt,RT,0.990617
TYRP1-rt,RT,0.990066
FYB-rt,RT,0.989557
C3orf80-rt,RT,0.988783
C8orf48-rt,RT,0.988102
C15orf43-rt,RT,0.987943
LTBP1-rt,RT,0.986953
COL21A1-rt,RT,0.986315
RFPL4B-rt,RT,0.985103
SLC39A8-rt,RT,0.983584
DIRC1-rt,RT,0.983533
PFDN4-rt,RT,0.979808
IYD-rt,RT,0.979369
LINC00189-rt,RT,0.977461
MIER1-rt,RT,0.976996
