GENE,TYPE,MAX_CORR
ADRA1B,EXP,0.0
ATF3,EXP,0.0
ATP8B4,EXP,0.0
BATF,EXP,0.0
BHLHE40,EXP,0.0
CAPNS2,EXP,0.0
CCDC85A,EXP,0.0
CEBPB,EXP,0.0
CEBPD,EXP,0.0
CHRDL2,EXP,0.0
CILP,EXP,0.0
CLCA2,EXP,0.0
CMKLR1,EXP,0.0
COL15A1,EXP,0.0
COL8A2,EXP,0.0
COMP,EXP,0.0
CRISPLD2,EXP,0.0
CXCL14,EXP,0.0
DUOXA1,EXP,0.0
EGFLAM,EXP,0.0
EGR1,EXP,0.0
ENDOD1,EXP,0.0
EPAS1,EXP,0.0
ETS2,EXP,0.0
FOS,EXP,0.0
FOSB,EXP,0.0
FOXF1,EXP,0.0
FOXJ2,EXP,0.0
FOXQ1,EXP,0.0
FXYD3,EXP,0.0
H2AFJ,EXP,0.0
HAND2,EXP,0.0
HGF,EXP,0.0
HIST1H1C,EXP,0.0
HOXA11,EXP,0.0
JUN,EXP,0.0
JUNB,EXP,0.0
JUP,EXP,0.0
KCNIP3,EXP,0.0
KLF4,EXP,0.0
KLF6,EXP,0.0
LAMA2,EXP,0.0
LRFN5,EXP,0.0
LTBR,EXP,0.0
LUM,EXP,0.0
MC1R,EXP,0.0
MFAP4,EXP,0.0
MMP23B,EXP,0.0
NFKBIZ,EXP,0.0
NLRP3,EXP,0.0
NR3C1,EXP,0.0
NR4A3,EXP,0.0
OGN,EXP,0.0
OSR1,EXP,0.0
OVOL1,EXP,0.0
PHF11,EXP,0.0
PLAG1,EXP,0.0
PROK1,EXP,0.0
PTGES,EXP,0.0
PTPRR,EXP,0.0
REG4,EXP,0.0
RNF112,EXP,0.0
RPS6KA4,EXP,0.0
RSPO2,EXP,0.0
RUNX1,EXP,0.0
S100A4,EXP,0.0
SERPINB13,EXP,0.0
SLC2A10,EXP,0.0
SLITRK6,EXP,0.0
SMCO3,EXP,0.0
SOCS3,EXP,0.0
SPRR3,EXP,0.0
STAT2,EXP,0.0
SVEP1,EXP,0.0
TGFBR3,EXP,0.0
TNNT3,EXP,0.0
TP63,EXP,0.0
TRAK1,EXP,0.0
WFDC1,EXP,0.0
ZBED2,EXP,0.0
ZBTB4,EXP,0.0
ZBTB47,EXP,0.0
ZNF175,EXP,0.0
ZNF395,EXP,0.0
ZNF524,EXP,0.0
ZNF641,EXP,0.0
ZSCAN4,EXP,0.0
DAB2-rt,RT,0.999708
EPYC-rt,RT,0.999562
MSTN-rt,RT,0.999557
PTN-rt,RT,0.999343
HMHB1-rt,RT,0.999255
ADAMTS1-rt,RT,0.999244
LINC00615-rt,RT,0.999194
KL-rt,RT,0.999107
VCAM1-rt,RT,0.998984
AC078941.1-rt,RT,0.998772
LINC00113-rt,RT,0.998636
KERA-rt,RT,0.998592
STXBP5-rt,RT,0.998406
LUM-rt,RT,0.998402
GUCY1B3-rt,RT,0.998388
MIR181B1-rt,RT,0.998349
LIPF-rt,RT,0.998337
RAB3C-rt,RT,0.998228
DNASE2B-rt,RT,0.998025
ABCA6-rt,RT,0.997968
MIR490-rt,RT,0.997927
STX7-rt,RT,0.997922
ARHGAP25-rt,RT,0.997886
IFNE-rt,RT,0.997706
KCNJ15-rt,RT,0.997578
PLEK-rt,RT,0.997409
ODF2L-rt,RT,0.997382
NAV3-rt,RT,0.997369
CPQ-rt,RT,0.997364
MIR181A1HG-rt,RT,0.997302
KCTD12-rt,RT,0.997123
RAB32-rt,RT,0.997094
PDE7B-rt,RT,0.997012
AHR-rt,RT,0.996936
TPR-rt,RT,0.996885
TMEM14E-rt,RT,0.996870
IL1RL1-rt,RT,0.996866
C2orf88-rt,RT,0.996836
STARD13-rt,RT,0.996675
DMRTA1-rt,RT,0.996556
ACTBL2-rt,RT,0.996530
SHC3-rt,RT,0.996496
IL18R1-rt,RT,0.996456
PTPRD-rt,RT,0.996285
TCTEX1D1-rt,RT,0.996282
TMEM74-rt,RT,0.996282
LINC00583-rt,RT,0.996229
DDX60-rt,RT,0.996228
AGR3-rt,RT,0.996187
DCN-rt,RT,0.996185
LIPK-rt,RT,0.996176
C4BPB-rt,RT,0.996151
CTSO-rt,RT,0.996090
EXTL2-rt,RT,0.995848
IMMT-rt,RT,0.995769
GNAT3-rt,RT,0.995714
MAP9-rt,RT,0.995707
RERG-rt,RT,0.995687
ARHGDIB-rt,RT,0.995645
PTPRC-rt,RT,0.995618
MIR5009-rt,RT,0.995581
PRG4-rt,RT,0.995550
SNTB1-rt,RT,0.995536
TMEM26-rt,RT,0.995528
SRFBP1-rt,RT,0.995451
INSL5-rt,RT,0.995430
TSPYL5-rt,RT,0.995369
FSCB-rt,RT,0.995352
RSPO3-rt,RT,0.995333
SLC30A7-rt,RT,0.995249
DSCR10-rt,RT,0.995247
CHRM2-rt,RT,0.995218
RP4-544H6.2-rt,RT,0.995129
BMP10-rt,RT,0.994899
SNORD94-rt,RT,0.994876
VEGFC-rt,RT,0.994872
GLIS3-rt,RT,0.994774
GUCY1A3-rt,RT,0.994764
CLCA2-rt,RT,0.994759
EPS8-rt,RT,0.994724
CTLA4-rt,RT,0.994675
NPAS2-rt,RT,0.994674
SAMD13-rt,RT,0.994615
WDR78-rt,RT,0.994577
ZBED2-rt,RT,0.994489
TGFBR2-rt,RT,0.994472
SYT4-rt,RT,0.994393
HECTD2-rt,RT,0.994326
BLID-rt,RT,0.994221
FAM124B-rt,RT,0.994110
TMEM200A-rt,RT,0.994105
RAP2B-rt,RT,0.994104
PDE1A-rt,RT,0.994093
LNX1-rt,RT,0.994077
KCNMA1-rt,RT,0.994048
FIP1L1-rt,RT,0.994048
TMEM244-rt,RT,0.994025
SLC38A4-rt,RT,0.994009
KIAA1107-rt,RT,0.993965
TES-rt,RT,0.993935
ADAMTSL1-rt,RT,0.993871
DSCR8-rt,RT,0.993845
DGKI-rt,RT,0.993844
ENPP2-rt,RT,0.993783
P2RY1-rt,RT,0.993682
TBX18-rt,RT,0.993568
ITGA2-rt,RT,0.993558
COLEC10-rt,RT,0.993550
C15orf54-rt,RT,0.993543
ANXA10-rt,RT,0.993450
MBNL1-AS1-rt,RT,0.993395
IMPG2-rt,RT,0.993341
SNX13-rt,RT,0.993319
S1PR3-rt,RT,0.993187
RAG1-rt,RT,0.993169
BMP5-rt,RT,0.993161
DPH5-rt,RT,0.993125
YIPF5-rt,RT,0.993075
C9orf47-rt,RT,0.993030
MBNL1-rt,RT,0.992866
ADAMTS5-rt,RT,0.992836
IL1R2-rt,RT,0.992762
L3MBTL3-rt,RT,0.992754
PDE6H-rt,RT,0.992728
MIR125B1-rt,RT,0.992693
SSPN-rt,RT,0.992673
GAPT-rt,RT,0.992630
TDO2-rt,RT,0.992525
C10orf107-rt,RT,0.992424
SMIM21-rt,RT,0.992350
ALDH1A2-rt,RT,0.992331
CDH11-rt,RT,0.992330
ABCA9-rt,RT,0.992326
ERG-rt,RT,0.992316
