GENE,TYPE,MAX_CORR
AASS,EXP,0.0
AEBP2,EXP,0.0
C12orf56,EXP,0.0
C9orf129,EXP,0.0
CAPN11,EXP,0.0
CD3EAP,EXP,0.0
CEBPZ,EXP,0.0
CHP2,EXP,0.0
CHST4,EXP,0.0
CPNE9,EXP,0.0
CR2,EXP,0.0
CYP2S1,EXP,0.0
DNMT3B,EXP,0.0
DPPA2,EXP,0.0
DPPA4,EXP,0.0
EAF2,EXP,0.0
EPHA1,EXP,0.0
ERVMER34-1,EXP,0.0
FAM124B,EXP,0.0
FAM46B,EXP,0.0
FOXD3,EXP,0.0
GLS2,EXP,0.0
HHLA2,EXP,0.0
HLA-DPB2,EXP,0.0
HTR3A,EXP,0.0
IDO1,EXP,0.0
JARID2,EXP,0.0
JMJD1C,EXP,0.0
KCND2,EXP,0.0
LCK,EXP,0.0
LECT1,EXP,0.0
LHX6,EXP,0.0
LYAR,EXP,0.0
MYBBP1A,EXP,0.0
PAK1,EXP,0.0
PIAS2,EXP,0.0
POLR3G,EXP,0.0
PPM1B,EXP,0.0
PRDM14,EXP,0.0
PRKCB,EXP,0.0
PROK2,EXP,0.0
PSIP1,EXP,0.0
RASD2,EXP,0.0
RASGRP2,EXP,0.0
RBPJ,EXP,0.0
SEMG1,EXP,0.0
SLC6A15,EXP,0.0
SMPDL3B,EXP,0.0
SNRPN,EXP,0.0
SPIB,EXP,0.0
TCF7L1,EXP,0.0
TNFRSF8,EXP,0.0
UGP2,EXP,0.0
USP44,EXP,0.0
VASH2,EXP,0.0
ZBTB3,EXP,0.0
ZBTB44,EXP,0.0
ZDHHC19,EXP,0.0
ZFP42,EXP,0.0
ZNF197,EXP,0.0
ZNF239,EXP,0.0
ZNF398,EXP,0.0
ZNF485,EXP,0.0
ZNF57,EXP,0.0
ZNF589,EXP,0.0
ZNF721,EXP,0.0
ZNF770,EXP,0.0
ZNF814,EXP,0.0
ZSCAN10,EXP,0.0
ZSCAN2,EXP,0.0
USP31-rt,RT,0.970667
RNF133-rt,RT,0.970058
RNF148-rt,RT,0.969848
VWDE-rt,RT,0.962321
TSG1-rt,RT,0.946800
SCNN1G-rt,RT,0.946291
DPPA2-rt,RT,0.943742
MSC-rt,RT,0.943563
LOC100132891-rt,RT,0.943364
NCOA2-rt,RT,0.942306
PRKCB-rt,RT,0.937661
ABT1-rt,RT,0.936758
CHP2-rt,RT,0.936178
DPPA4-rt,RT,0.932784
TPK1-rt,RT,0.929197
SNORD116-27-rt,RT,0.927905
IPW-rt,RT,0.923209
LINC01205-rt,RT,0.918752
SCNN1B-rt,RT,0.912177
COG7-rt,RT,0.911753
ERN2-rt,RT,0.905403
NOBOX-rt,RT,0.903300
