GENE,TYPE,MAX_CORR
ABCC8,EXP,0.0
ACOT7,EXP,0.0
ANKS1B,EXP,0.0
ASCL2,EXP,0.0
C11orf87,EXP,0.0
CAMK2B,EXP,0.0
CELA3A,EXP,0.0
CHGA,EXP,0.0
CLEC4G,EXP,0.0
CLPS,EXP,0.0
CNGA3,EXP,0.0
COL28A1,EXP,0.0
CRH,EXP,0.0
CRYBA2,EXP,0.0
E2F6,EXP,0.0
ELF1,EXP,0.0
ERO1LB,EXP,0.0
FEV,EXP,0.0
FFAR2,EXP,0.0
FGF14,EXP,0.0
FOXA2,EXP,0.0
FSTL5,EXP,0.0
GAD2,EXP,0.0
GALR1,EXP,0.0
GCH1,EXP,0.0
GFRA3,EXP,0.0
GUCA2B,EXP,0.0
HEY1,EXP,0.0
HSBP1,EXP,0.0
INS,EXP,0.0
INSM1,EXP,0.0
IRF2BP2,EXP,0.0
IRF8,EXP,0.0
KCNH3,EXP,0.0
KCNJ6,EXP,0.0
KCNK16,EXP,0.0
KCNK17,EXP,0.0
KIF19,EXP,0.0
KIRREL2,EXP,0.0
KLHDC2,EXP,0.0
LBX2,EXP,0.0
LIG4,EXP,0.0
LINC00607,EXP,0.0
LMO3,EXP,0.0
MAFB,EXP,0.0
MECOM,EXP,0.0
MEIS1,EXP,0.0
MIR7-3HG,EXP,0.0
MLXIPL,EXP,0.0
MNX1,EXP,0.0
MORF4L1,EXP,0.0
MSMB,EXP,0.0
MZF1,EXP,0.0
NDFIP1,EXP,0.0
NEUROD1,EXP,0.0
NEUROG3,EXP,0.0
NFE2,EXP,0.0
NKX2-2,EXP,0.0
NKX6-2,EXP,0.0
NPHS1,EXP,0.0
NR5A2,EXP,0.0
ONECUT1,EXP,0.0
ONECUT2,EXP,0.0
PAX4,EXP,0.0
PCSK1,EXP,0.0
PDX1,EXP,0.0
PHTF1,EXP,0.0
PROX1,EXP,0.0
PTF1A,EXP,0.0
RAB26,EXP,0.0
RAPGEF4,EXP,0.0
RFX6,EXP,0.0
RGS7,EXP,0.0
RIMBP2,EXP,0.0
SCGB1A1,EXP,0.0
SCGN,EXP,0.0
SCTR,EXP,0.0
SDR9C7,EXP,0.0
SLC4A4,EXP,0.0
ST18,EXP,0.0
STAT1,EXP,0.0
STAT4,EXP,0.0
SV2B,EXP,0.0
THAP2,EXP,0.0
THSD4,EXP,0.0
TLE6,EXP,0.0
TOX,EXP,0.0
TRIM50,EXP,0.0
XBP1,EXP,0.0
ZMIZ2,EXP,0.0
LINC00909-rt,RT,0.998794
CHST10-rt,RT,0.998536
C1orf87-rt,RT,0.997162
C10orf67-rt,RT,0.996721
FBXO15-rt,RT,0.996240
TIMM21-rt,RT,0.995724
ANKEF1-rt,RT,0.995598
RND3-rt,RT,0.995555
ITGA8-rt,RT,0.995133
DNAJC2-rt,RT,0.994696
PPP1R1C-rt,RT,0.994212
BTBD3-rt,RT,0.993975
C18orf63-rt,RT,0.993317
FLJ13197-rt,RT,0.993136
TSPYL5-rt,RT,0.992531
CNDP2-rt,RT,0.992081
PMPCB-rt,RT,0.990935
LINC01080-rt,RT,0.990894
RUNX1-rt,RT,0.990102
CYB5A-rt,RT,0.989555
FCRL2-rt,RT,0.988604
NEUROD1-rt,RT,0.988368
OXGR1-rt,RT,0.988288
ST7-OT3-rt,RT,0.988213
FAM69C-rt,RT,0.987504
LINC01104-rt,RT,0.987074
C10orf115-rt,RT,0.986863
LHFPL3-rt,RT,0.986037
NPTX2-rt,RT,0.985544
DPY19L3-rt,RT,0.983846
KCNMA1-rt,RT,0.983594
SAMD5-rt,RT,0.983039
KCNE4-rt,RT,0.982246
COMMD3-rt,RT,0.982003
RELL1-rt,RT,0.981730
IYD-rt,RT,0.981232
PTF1A-rt,RT,0.979110
PRTFDC1-rt,RT,0.978278
SPAG6-rt,RT,0.977934
C4orf19-rt,RT,0.977792
PLEKHG1-rt,RT,0.977322
IL1R2-rt,RT,0.976989
LCE5A-rt,RT,0.974409
C10orf11-rt,RT,0.973900
LOC100130992-rt,RT,0.973532
CRCT1-rt,RT,0.973525
MIR548AP-rt,RT,0.972272
NPAS2-rt,RT,0.969625
PIP4K2A-rt,RT,0.969192
LIX1-rt,RT,0.968879
SLCO1C1-rt,RT,0.968801
KLF12-rt,RT,0.968128
AGFG1-rt,RT,0.968019
JAG1-rt,RT,0.967901
HECTD2-rt,RT,0.967412
ABCA13-rt,RT,0.966435
DMBT1-rt,RT,0.965889
KIAA1217-rt,RT,0.963550
DLL1-rt,RT,0.962185
F5-rt,RT,0.958620
PPP1R14C-rt,RT,0.958172
NABP1-rt,RT,0.953103
STXBP5-rt,RT,0.952749
AFAP1L2-rt,RT,0.935090
FBXO25-rt,RT,0.929409
