EXP_GENE,RT_GENE,CORR
ABCC8,COMMD3-rt,0.831060360998
ACOT7,COMMD3-rt,0.831060360998
ANKS1B,COMMD3-rt,0.831060360998
ASCL2,COMMD3-rt,0.831060360998
C11orf87,COMMD3-rt,0.831060360998
CAMK2B,COMMD3-rt,0.831060360998
CELA3A,COMMD3-rt,0.831060360998
CHGA,COMMD3-rt,0.831060360998
CLEC4G,COMMD3-rt,0.831060360998
CLPS,COMMD3-rt,0.831060360998
CNGA3,COMMD3-rt,0.831060360998
COL28A1,COMMD3-rt,0.831060360998
CRH,COMMD3-rt,0.831060360998
CRYBA2,COMMD3-rt,0.831060360998
E2F6,COMMD3-rt,0.831060360998
ELF1,COMMD3-rt,0.831060360998
ERO1LB,COMMD3-rt,0.831060360998
FEV,COMMD3-rt,0.831060360998
FFAR2,COMMD3-rt,0.831060360998
FGF14,COMMD3-rt,0.831060360998
FOXA2,COMMD3-rt,0.831060360998
FSTL5,COMMD3-rt,0.831060360998
GAD2,COMMD3-rt,0.831060360998
GALR1,COMMD3-rt,0.831060360998
GCH1,COMMD3-rt,0.831060360998
GFRA3,COMMD3-rt,0.831060360998
GUCA2B,COMMD3-rt,0.831060360998
HEY1,COMMD3-rt,0.831060360998
HSBP1,COMMD3-rt,0.831060360998
INS,COMMD3-rt,0.831060360998
INSM1,COMMD3-rt,0.831060360998
IRF2BP2,COMMD3-rt,0.831060360998
IRF8,COMMD3-rt,0.831060360998
KCNH3,COMMD3-rt,0.831060360998
KCNJ6,COMMD3-rt,0.831060360998
KCNK16,COMMD3-rt,0.831060360998
KCNK17,COMMD3-rt,0.831060360998
KIF19,COMMD3-rt,0.831060360998
KIRREL2,COMMD3-rt,0.831060360998
KLHDC2,COMMD3-rt,0.831060360998
LBX2,COMMD3-rt,0.831060360998
LIG4,COMMD3-rt,0.831060360998
LINC00607,COMMD3-rt,0.831060360998
LMO3,COMMD3-rt,0.831060360998
MAFB,COMMD3-rt,0.831060360998
MECOM,COMMD3-rt,0.831060360998
MEIS1,COMMD3-rt,0.831060360998
MIR7-3HG,COMMD3-rt,0.831060360998
MLXIPL,COMMD3-rt,0.831060360998
MNX1,COMMD3-rt,0.831060360998
MORF4L1,COMMD3-rt,0.831060360998
MSMB,COMMD3-rt,0.831060360998
MZF1,COMMD3-rt,0.831060360998
NDFIP1,COMMD3-rt,0.831060360998
NEUROD1,COMMD3-rt,0.831060360998
NEUROG3,COMMD3-rt,0.831060360998
NFE2,COMMD3-rt,0.831060360998
NKX2-2,COMMD3-rt,0.831060360998
NKX6-2,COMMD3-rt,0.831060360998
NPHS1,COMMD3-rt,0.831060360998
NR5A2,COMMD3-rt,0.831060360998
ONECUT1,COMMD3-rt,0.831060360998
ONECUT2,COMMD3-rt,0.831060360998
PAX4,COMMD3-rt,0.831060360998
PCSK1,COMMD3-rt,0.831060360998
PDX1,COMMD3-rt,0.831060360998
PHTF1,COMMD3-rt,0.831060360998
PROX1,COMMD3-rt,0.831060360998
PTF1A,COMMD3-rt,0.831060360998
